hid,Location,Caste,House.Material,Age,Gender,Education,q3_Ladder,q5_AgriTrends,q6_AgroDiversity,q7_AgroWildlife,q11_ForestArea,q12_ForestQuality,q13_ForestWildlife,q15_FreshwaterQuant,q16_FreshwaterQual,q17_FreshwaterWildlife,q19A_GrasslandEcosystem,q20_NatureFood,q22_FoodTrends,q24_EnoughFood,q25_Farmpc,q26_Huntpc,q27_Land_ha,tlu,q29_Occupation_Business,q29_Occupation_Tourism,q29_Occupation_Health,q29_Occupation_Agriculture,q29_Occupation_Government,q29_Occupation_Education,q29_Occupation_Labour,q29_Occupation_Private,q29_Occupation_Others,q30_EnoughIncome,q31_NatureWork,q33_IncomeTrends,q35_Healthy,q37_HealthCheck_Hospital,q37_HealthCheck_Aayurved,q37_HealthCheck_Homemade,q37_HealthCheck_Pharmacy,q37_HealthCheck_Dhami,q39_NatureHealth,q41_HealthTrends,q43_WaterSource_Tap,q43_WaterSource_River,q43_WaterSource_Tube,q43_WaterSource_Spring,q43_WaterSource_Well,q43_WaterSource_Lake,q43_WaterSource_Others,q44_Toilet,q45_NatureWater,q47_WaterShortage,q48_WaterTrends,q50_Electricity,q51_Cook,q52_NatureEnergy,q54_EnergySuff,q55_ElectricitySuff,q56_EnergyTrends,q57_ElectricityTrends,q59_FamEducation,q60_EnvEducation_School,q60_EnvEducation_Media,q60_EnvEducation_Fam,q60_EnvEducation_Elders,q60_EnvEducation_NGO,q60_EnvEducation_Others,q61_NatureEducation,q62_EducationTrends,q64_Drr,q66_DrrTrends,q67_NatureDrr,q70_Recre,q74_NatureRecrea,q75_Culture,q79_NatureCulture,q82_ConservationNature,q84_ConservationPeople,Nature
YA14,Yamphudin,Ethnic,1,40,2,2,10,3,3,3,2,3,2,3,3,4,4,2,2,1,80,0,3.56,1.8,0,0,0,1,0,0,0,0,0,1,2,2,1,1,1,1,1,1,2,3,1,0,0,1,0,0,0,1,3,0,2,1,Firewood,1,1,2,1,1,1,1,1,1,1,1,0,2,2,4,3,2,1,2,1,3,2,1,Non-Living
YA15,Yamphudin,Ethnic,1,41,2,2,5,3,2,3,2,2,4,4,3,5,2,2,4,1,80,0,0,3.4,0,0,0,1,0,0,0,0,0,4,4,3,3,1,0,1,1,1,2,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,2,1,1,1,1,1,1,0,0,0,2,2,4,2,2,0,2,1,2,1,1,Living and Non-living
YB15,Yamphudin,Ethnic,1,39,2,3,6,2,4,2,1,1,4,2,1,3,4,2,2,1,25,0,0.51,1.8,0,0,0,1,0,0,0,0,0,4,2,2,2,1,0,1,0,1,2,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,2,1,1,1,1,0,1,0,0,0,2,2,4,3,3,1,2,1,2,1,1,Living
YB16,Yamphudin,Ethnic,1,26,2,3,7,4,3,4,2,1,2,4,4,4,4,2,2,1,20,0,2.04,5.7,0,0,0,0,0,0,1,0,0,4,1,2,1,1,0,0,0,1,2,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,2,1,2,1,1,1,1,0,1,0,0,0,2,2,4,3,2,0,2,1,2,1,2,Living
YI16,Yamphudin,Ethnic,1,29,2,4,5,2,3,2,2,1,2,2,3,4,4,1,4,1,100,0,1.83,1.2,0,0,0,0,0,0,1,0,0,2,4,2,1,1,0,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,4,3,1,1,0,0,0,0,0,0,3,3,4,3,1,0,1,1,1,2,1,Living and Non-living
YD18,Yamphudin,Ethnic,1,50,2,3,10,2,2,3,1,1,1,1,1,5,3,1,1,1,40,5,1.53,6,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,2,1,1,1,1,1,1,Living and Non-living
YE16,Yamphudin,Ethnic,1,,1,3,6,2,3,1,1,2,2,2,4,3,4,1,2,0,50,0,1.02,3.7,0,0,0,0,1,0,0,0,0,2,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,2,1,1,1,1,0,1,0,1,0,1,1,4,2,1,1,1,1,1,1,1,Living and Non-living
YE17,Yamphudin,Ethnic,1,53,1,2,5,3,2,2,2,2,2,3,2,3,4,2,4,1,5,0,1.02,1.4,0,0,0,0,1,0,0,0,0,2,2,2,2,1,1,1,0,0,2,3,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,2,2,3,2,1,1,1,0,0,1,0,2,2,3,4,3,1,3,1,3,2,1,Living and Non-living
YE18,Yamphudin,Ethnic,1,32,2,4,8,4,2,2,2,2,2,3,2,3,4,2,4,1,40,0,2.04,24.9,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,2,2,1,0,0,0,0,0,0,1,1,0,2,1,Firewood,1,1,5,2,2,1,1,1,0,0,1,1,1,2,4,4,2,1,1,1,1,1,1,Living and Non-living
YF11,Yamphudin,Ethnic,1,61,1,2,3,4,3,2,2,1,2,3,2,2,1,1,1,1,50,0,0.66,0.7,1,0,0,0,0,0,0,0,0,4,3,3,3,0,1,0,0,1,2,2,1,0,0,1,0,0,0,1,2,0,1,1,Firewood,1,1,1,1,1,1,1,1,1,0,0,0,2,2,4,2,3,1,2,1,1,2,2,Living and Non-living
YH17,Yamphudin,Higher,1,34,1,2,8,3,4,2,2,2,2,3,2,3,2,1,1,1,30,0,0,8.4,0,0,0,0,0,0,1,0,0,2,4,2,2,1,0,0,0,1,1,4,1,0,0,0,0,0,0,1,2,0,3,1,Firewood,1,2,1,4,3,1,1,0,1,0,0,0,4,2,4,4,2,0,1,1,3,1,4,Spiritual and Abstract
BA1,Bahundangi,Higher,1,60,2,3,5,3,4,2,2,2,1,4,4,3,5,2,4,1,50,20,1.35,1.8,0,0,0,1,0,0,0,0,0,2,4,3,2,1,0,1,0,0,2,3,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,3,2,2,1,2,1,0,1,0,0,0,0,2,1,4,2,2,1,2,1,3,2,2,Spiritual and Abstract
BA2,Bahundangi,Higher,1,42,1,2,8,3,3,4,1,3,3,4,4,3,4,4,4,0,70,0,0.05,1.2,1,0,0,0,0,0,0,0,0,4,3,3,3,1,0,0,0,1,4,4,1,0,0,0,0,0,0,1,4,3,2,1,Bio Gas,4,2,2,2,1,1,1,0,0,0,0,0,4,2,4,2,2,0,3,1,2,2,2,Non-Living
BA3,Bahundangi,Higher,1,50,2,5,7,3,2,1,1,1,1,3,3,3,5,2,4,1,70,2,1.35,0,0,0,0,1,0,0,0,0,0,2,5,2,3,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,2,0,1,1,Firewood,4,2,1,1,1,1,1,1,0,0,0,0,3,1,4,2,2,0,2,0,1,1,1,I don't know
BA4,Bahundangi,Higher,1,63,2,2,9,3,3,5,1,4,4,2,4,5,4,5,4,1,0,0,0.24,0.8,0,0,0,1,0,0,0,0,0,2,3,5,3,1,0,0,0,0,4,4,1,0,0,0,0,0,0,1,4,0,1,1,LPG,3,2,2,2,2,1,0,1,0,0,0,0,3,2,1,3,3,0,2,0,2,2,2,I don't know
BA5,Bahundangi,Higher,1,62,1,1,10,4,4,2,2,2,2,5,2,4,3,4,3,1,70,0,1.35,0.9,0,0,0,0,0,0,0,0,1,4,4,3,3,1,0,0,0,1,4,4,1,0,0,0,0,0,0,1,4,3,1,1,Firewood,2,2,1,3,1,2,1,1,0,1,0,0,4,2,2,2,4,0,2,1,2,2,2,Living
BB1,Bahundangi,Higher,1,38,1,4,8,4,4,4,5,5,5,4,4,4,3,2,2,1,20,0,0.68,0.7,0,0,0,1,0,0,0,0,0,2,2,2,1,1,0,0,0,0,4,2,1,0,0,0,0,0,0,1,2,3,2,1,LPG,3,2,1,2,3,1,0,0,1,1,0,0,3,2,3,4,2,0,1,0,1,1,1,Non-Living
BB2,Bahundangi,Higher,1,63,2,1,10,4,4,2,2,2,2,4,4,4,3,4,2,1,70,0,1.35,2.7,0,0,0,1,0,0,0,0,0,2,4,2,3,1,0,1,0,1,2,4,1,0,0,0,0,0,0,1,4,3,2,1,Firewood,2,1,3,2,3,2,1,1,1,0,0,0,2,2,3,3,3,0,2,0,3,2,2,Non-Living
BB3,Bahundangi,Higher,1,,2,5,10,5,4,2,5,5,1,4,3,5,3,2,2,1,70,0,0.61,2.1,0,0,0,1,0,0,0,0,0,4,2,4,1,1,0,1,0,1,2,3,1,0,0,1,0,0,0,1,3,2,2,1,LPG,4,4,2,3,2,1,1,1,1,0,0,0,4,2,2,2,4,0,3,1,3,,,Non-Living
BB4,Bahundangi,Higher,1,36,1,4,10,5,4,2,4,4,5,4,4,4,3,4,2,1,80,0,1.69,1.9,0,0,0,0,1,0,0,0,0,2,2,2,2,1,0,0,1,0,4,4,1,0,0,0,0,0,0,1,2,7,2,1,LPG,4,4,1,2,2,1,1,1,1,0,0,0,3,1,3,2,4,1,1,1,2,2,2,Living and Non-living
BB5,Bahundangi,Higher,1,70,2,5,9,5,3,1,2,3,5,4,5,4,3,1,1,1,100,0,1.69,2.8,0,0,0,0,1,0,0,0,0,2,2,3,2,1,0,0,0,1,3,3,1,0,0,0,0,0,0,1,2,0,2,1,LPG,3,2,2,1,1,1,1,1,1,0,0,0,3,1,3,2,5,1,1,1,1,1,1,Living
BC1,Bahundangi,Ethnic,1,50,1,1,5,4,3,3,2,2,4,1,1,5,2,2,,1,0,0,0.04,1,0,0,0,0,0,0,0,0,1,2,3,4,3,1,0,0,0,0,4,2,0,0,1,0,0,0,0,1,2,0,1,1,LPG,3,2,1,2,1,2,1,0,1,0,0,0,4,2,4,3,3,0,2,1,2,2,3,Living and Non-living
BC2,Bahundangi,Higher,1,44,1,2,5,5,2,3,2,2,2,2,2,4,2,2,1,1,25,0,0.34,2.4,0,0,0,0,0,0,0,0,1,4,2,2,2,1,0,0,0,0,2,3,0,0,1,0,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,2,1,0,0,0,0,0,4,1,4,3,3,0,2,1,2,2,2,Spiritual and Abstract
BC3,Bahundangi,Ethnic,1,55,1,1,4,5,2,4,3,3,3,2,1,5,3,2,2,1,50,0,0.02,3.04,0,0,0,0,0,0,1,0,0,2,3,2,3,1,0,1,0,0,2,2,0,0,0,0,0,0,1,1,3,0,1,1,Firewood,1,2,2,2,1,2,1,0,1,0,0,0,3,2,4,3,3,0,2,1,2,2,2,Spiritual and Abstract
BC4,Bahundangi,Higher,1,53,1,2,7,3,3,3,4,3,4,2,1,4,4,2,2,1,55,0,2.37,2.1,0,0,0,0,0,0,0,0,1,2,2,4,3,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,3,0,1,1,LPG,3,4,4,4,1,1,0,1,0,1,1,0,3,1,4,3,2,0,2,1,2,3,3,Spiritual and Abstract
BC5,Bahundangi,Higher,1,36,1,3,8,4,3,3,4,4,4,2,1,2,5,4,1,1,0,0,0.03,0.2,0,0,0,0,0,0,0,0,1,2,3,2,1,1,0,0,0,0,4,3,0,0,1,0,0,0,0,1,3,0,1,1,LPG,3,4,2,4,1,2,1,0,1,0,1,0,4,2,4,3,3,0,3,1,2,1,1,Spiritual and Abstract
BC6,Bahundangi,Higher,1,52,1,2,6,4,3,3,4,4,4,3,1,4,5,2,2,1,0,0,0.07,0,0,0,0,0,0,0,0,0,1,2,3,2,3,1,0,0,0,0,4,4,1,0,1,0,0,0,0,1,3,0,1,1,LPG,3,4,1,4,1,2,1,0,1,0,0,0,4,1,4,3,3,0,3,1,3,2,3,Non-Living
BD1,Bahundangi,Higher,1,31,1,2,8,1,3,3,3,2,3,3,2,4,2,2,1,1,0,25,0.1,1.6,1,0,0,0,0,0,0,0,0,4,2,3,3,1,1,0,0,0,4,1,0,0,1,0,0,0,0,1,3,0,1,1,Firewood,3,1,1,1,1,1,1,0,0,0,0,0,4,2,2,3,3,0,3,1,2,3,3,Living and Non-living
BD2,Bahundangi,Ethnic,2,20,1,2,7,4,4,3,2,2,2,3,3,4,3,2,2,1,75,0,0.68,1.5,0,0,0,0,0,0,1,0,0,2,1,3,1,1,0,0,0,1,3,3,0,0,1,0,0,0,0,1,3,0,1,0,LPG,3,2,5,3,5,1,1,0,0,0,0,0,4,2,4,3,3,0,3,0,3,3,3,Living and Non-living
BD3,Bahundangi,Ethnic,2,40,1,3,6,3,3,4,3,3,3,3,3,3,2,2,1,1,50,0,0,0.4,1,0,0,0,0,0,0,0,0,2,2,3,1,1,0,0,0,0,3,3,0,0,1,0,0,0,0,1,1,0,1,1,Firewood,2,2,2,1,1,1,1,0,0,0,0,0,4,3,4,3,3,0,3,1,3,2,2,Living
BD4,Bahundangi,Higher,1,49,2,3,8,3,4,3,2,3,2,2,3,5,4,4,2,1,0,0,0.37,0,1,0,0,0,0,0,0,0,0,2,4,2,1,1,0,0,0,0,3,4,0,0,0,0,1,0,0,1,3,2,1,1,LPG,4,2,1,4,1,1,1,0,0,0,0,0,3,2,2,3,3,1,3,1,1,,,Non-Living
BD5,Bahundangi,Higher,1,43,1,4,7,2,2,4,2,3,4,2,2,5,4,2,5,1,75,0,0.68,0.9,0,0,0,1,0,0,0,0,0,2,2,3,3,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,3,0,1,1,LPG,3,2,1,3,1,1,1,0,0,0,0,0,3,1,4,2,3,0,3,1,2,3,3,Non-Living
BE1,Bahundangi,Ethnic,1,53,1,1,10,4,4,2,2,1,2,1,1,4,2,2,1,1,75,10,0.07,3,0,0,0,1,0,0,0,0,0,4,4,2,2,1,0,0,0,1,3,3,0,0,1,0,0,0,0,1,3,0,1,1,LPG,3,1,4,2,1,1,1,0,0,0,0,0,4,3,4,3,2,0,3,1,1,3,3,Non-Living
BE2,Bahundangi,Ethnic,1,56,1,1,9,3,3,3,2,2,2,1,3,4,1,2,1,1,0,15,0.68,0.2,0,0,0,0,0,0,1,0,0,4,3,2,3,1,0,0,0,1,3,4,0,0,1,0,0,0,0,1,3,0,1,1,LPG,3,1,1,1,1,2,1,0,0,0,0,0,4,2,4,3,3,0,3,0,2,3,3,Living
BE3,Bahundangi,Ethnic,1,53,1,1,8,2,2,2,2,2,1,3,2,4,1,2,1,1,75,15,0.68,0.2,0,0,0,1,0,0,0,0,0,4,3,2,3,1,0,0,0,0,3,3,0,0,1,0,0,0,0,1,3,0,1,1,LPG,3,3,1,1,1,1,1,0,0,0,0,0,3,3,4,3,3,0,3,0,3,,,I don't know
BE4,Bahundangi,Higher,1,34,1,2,5,4,1,3,2,1,3,3,3,4,2,1,1,1,75,0,0.85,2.1,0,0,0,1,0,0,0,0,0,2,3,3,3,1,0,0,0,1,3,3,0,0,1,0,0,0,0,1,3,0,1,1,LPG,3,1,1,1,1,2,1,0,0,0,0,0,3,3,4,3,3,0,3,0,3,,,Spiritual and Abstract
BE5,Bahundangi,Higher,1,32,1,3,9,3,2,3,4,4,4,3,2,4,2,2,2,1,60,20,1.35,2.3,0,0,0,1,0,0,0,0,0,2,5,2,3,0,0,0,0,1,3,3,0,0,0,0,1,0,0,1,3,0,1,1,LPG,3,4,1,2,1,1,1,0,0,0,0,0,3,3,4,3,3,0,3,1,2,,,Living
BF1,Bahundangi,Higher,1,65,1,1,10,5,5,1,3,3,3,3,1,5,5,3,1,1,0,0,0.14,0.7,0,0,0,0,0,0,1,0,0,2,5,5,4,1,0,0,0,0,3,5,0,0,0,0,1,0,0,1,4,6,1,1,LPG,3,4,5,5,3,2,1,0,0,0,0,0,5,1,4,3,2,1,2,1,3,,,I don't know
BF2,Bahundangi,Higher,1,50,2,1,10,1,1,1,1,1,1,1,1,5,5,5,1,1,50,0,2.03,0.3,0,0,0,1,0,0,0,0,0,2,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,1,1,Firewood,1,1,1,1,1,2,1,0,0,0,0,0,5,1,4,3,3,1,5,1,1,1,1,Living and Non-living
BF3,Bahundangi,Higher,1,43,1,2,6,3,3,5,1,2,1,1,1,1,5,1,1,1,70,0,0.68,1.7,0,0,0,1,0,0,0,0,0,1,2,2,2,1,0,0,0,0,1,5,1,0,0,0,0,0,0,1,2,0,1,1,LPG,3,1,1,1,1,1,1,0,1,0,0,0,5,1,4,3,3,1,1,1,2,1,1,Non-Living
BF4,Bahundangi,Higher,1,26,1,4,8,4,2,2,3,5,3,2,4,4,4,1,5,1,40,0,0.78,1.1,0,0,0,1,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,4,0,0,0,0,1,0,0,1,1,0,1,1,LPG,3,1,1,1,1,1,1,0,1,0,0,0,4,1,4,3,2,0,1,1,1,,,Living and Non-living
BF5,Bahundangi,Higher,1,22,1,4,8,5,5,3,5,5,5,1,1,5,5,1,2,1,50,0,0.41,0.9,0,0,0,1,0,0,0,0,0,1,1,1,2,1,0,0,0,0,4,4,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,2,1,0,0,0,0,0,4,1,4,3,2,1,2,1,3,2,3,Living and Non-living
BF6,Bahundangi,Higher,1,25,1,4,9,5,1,5,5,1,5,1,1,5,5,1,1,1,50,0,0.44,0.1,0,0,0,1,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,2,1,1,1,1,1,0,0,0,0,0,4,1,4,3,2,1,2,1,1,1,1,Living and Non-living
BF7,Bahundangi,Lower,1,56,2,1,5,3,2,1,1,2,1,1,1,1,4,5,1,1,50,0,0.34,0.1,0,0,0,1,0,0,0,0,0,4,1,1,2,1,0,0,0,0,2,3,1,0,0,0,0,0,0,1,3,0,1,1,Firewood,2,1,1,2,3,2,1,0,0,0,0,0,5,1,4,3,2,0,3,1,3,,,Non-Living
BF8,Bahundangi,Higher,1,85,2,1,8,5,2,1,1,1,1,5,3,5,5,3,1,1,80,0,1.35,0.4,0,0,0,1,0,0,0,0,0,1,5,2,2,1,0,0,0,0,3,5,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,1,2,1,1,1,0,0,0,0,0,5,1,4,3,2,0,3,1,3,,,Living and Non-living
BG1,Bahundangi,Higher,1,52,1,1,5,1,5,2,2,2,4,3,3,3,2,4,3,1,10,0,0.41,0,0,0,0,0,0,0,1,0,0,2,3,3,3,1,0,0,0,0,2,4,1,0,0,0,0,0,0,1,1,0,1,1,LPG,3,4,2,4,1,2,1,0,0,0,0,0,4,2,4,3,3,0,2,1,2,,,Living and Non-living
BG2,Bahundangi,Lower,1,18,2,4,5,4,2,2,4,4,4,4,4,4,4,2,2,1,70,0,0.61,0.5,0,0,0,1,0,0,0,0,0,4,2,3,2,1,0,0,0,1,3,2,1,0,0,0,0,0,0,1,2,0,1,1,Dung,2,2,1,1,1,2,1,0,0,0,0,0,3,1,4,3,3,1,2,1,4,,,Non-Living
BG3,Bahundangi,Ethnic,1,43,2,3,10,4,4,4,4,3,4,4,2,4,2,2,1,1,20,0,0.68,1,0,0,0,0,0,0,0,0,1,1,1,2,3,1,0,0,0,1,2,1,0,0,1,0,0,0,0,1,1,0,1,1,LPG,3,1,2,1,1,1,1,1,0,0,0,0,2,1,4,3,3,0,1,1,1,1,1,Spiritual and Abstract
BG4,Bahundangi,Lower,1,42,1,2,5,1,4,4,4,2,3,5,4,4,4,4,3,0,10,0,0.02,0,1,0,0,0,0,0,0,0,0,4,4,4,4,1,0,1,0,0,4,3,0,0,1,0,0,0,0,1,2,0,2,1,LPG,4,4,2,2,2,2,1,0,1,0,0,0,2,2,4,3,3,0,2,1,2,,,Living and Non-living
BG5,Bahundangi,Higher,1,51,1,1,5,3,3,3,2,2,3,4,2,4,4,2,2,1,0,0,0.03,0.2,1,0,0,0,0,0,0,0,0,2,4,2,1,1,0,0,0,0,4,3,0,0,1,0,0,0,0,1,3,0,2,1,Dung,4,2,1,2,1,2,1,0,0,0,0,0,3,2,4,3,3,0,3,1,2,,,Living
BG6,Bahundangi,Lower,1,58,2,1,9,4,3,4,3,4,4,3,3,3,3,3,1,1,70,0,0.68,1,0,0,0,0,1,0,0,0,0,2,3,1,2,1,0,0,0,0,2,4,0,0,1,0,0,0,0,1,3,0,1,1,LPG,3,2,2,2,1,1,1,0,1,0,0,0,3,1,4,3,3,1,3,1,3,,,Living and Non-living
BA6,Bahundangi,Higher,1,40,1,2,6,2,3,1,4,2,3,3,4,5,3,4,2,1,90,0,2.71,0.3,0,0,0,1,0,0,0,0,0,4,5,3,3,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,4,0,1,1,Firewood,4,2,2,1,2,1,0,1,0,0,0,0,4,2,4,5,3,0,1,1,2,,,Non-Living
BA7,Bahundangi,Higher,1,55,1,2,5,4,4,2,3,2,3,3,2,3,1,2,3,1,20,0,0.03,0,1,0,0,0,0,0,0,0,0,2,5,2,3,1,0,0,0,1,4,3,1,0,0,0,0,0,0,1,2,3,2,1,Firewood,4,2,2,2,2,2,0,0,0,0,0,1,4,2,1,3,3,0,2,1,2,,,Non-Living
BA8,Bahundangi,Higher,1,47,1,2,5,2,3,5,5,3,3,4,5,5,5,3,3,1,60,20,0.41,1.1,0,0,0,1,0,0,0,0,0,2,3,1,2,1,0,0,0,0,2,3,0,0,0,0,1,0,0,1,2,0,1,1,Firewood,4,1,2,1,2,1,0,1,0,0,0,0,3,1,4,5,3,0,1,0,3,2,1,Non-Living
BA9,Bahundangi,Higher,1,24,1,3,7,4,2,4,5,2,4,1,1,4,5,1,2,1,80,0,0.37,1.2,0,0,0,0,0,0,0,0,1,2,5,1,3,1,0,0,0,0,2,4,1,0,0,0,0,0,0,1,2,3,2,1,LPG,3,2,3,2,1,1,1,0,0,0,0,0,1,1,3,3,3,0,1,1,2,,,Non-Living
BA10,Bahundangi,Higher,1,71,2,,5,4,3,2,4,4,4,5,3,5,5,5,5,0,100,0,2.71,0,0,0,0,1,0,0,0,0,0,2,5,3,3,1,0,0,0,1,4,3,1,0,0,0,1,0,0,1,3,0,3,1,LPG,3,2,2,1,3,1,1,0,0,0,0,0,3,3,4,3,3,0,3,1,1,3,3,I don't know
BB6,Bahundangi,Higher,1,57,1,3,8,4,4,1,1,3,4,2,2,4,3,4,1,1,50,0,3.39,1.1,0,0,0,1,0,0,0,0,0,1,4,2,2,1,0,0,0,0,4,2,1,0,0,0,1,0,0,1,4,2,2,1,LPG,3,4,1,1,1,1,1,1,0,0,0,0,3,1,3,5,5,0,2,1,2,3,2,Non-Living
BB7,Bahundangi,Higher,1,39,1,3,5,4,2,4,4,2,1,2,1,2,3,2,1,1,20,0,0.03,1.5,1,0,0,0,0,0,0,0,0,2,4,2,3,0,1,0,0,1,4,4,1,0,0,0,1,0,0,1,4,4,1,1,LPG,3,2,1,1,1,1,1,1,0,0,0,0,3,1,3,4,2,0,1,1,2,1,1,Living
BB8,Bahundangi,Higher,1,55,2,2,6,5,5,1,4,3,5,3,5,5,3,5,5,0,50,0,1.02,1.2,0,0,0,1,0,0,0,0,0,4,4,3,1,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,2,7,2,1,Firewood,1,2,4,3,1,2,1,0,1,1,0,0,4,2,2,1,2,0,3,1,2,,,Non-Living
BB9,Bahundangi,Lower,2,67,2,1,5,5,4,4,2,2,5,4,2,4,3,5,2,1,50,0,0.27,0.3,1,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,1,1,4,4,1,0,0,0,0,0,0,1,4,3,1,1,Firewood,1,1,1,3,3,1,1,1,0,0,0,0,4,1,2,3,3,0,1,1,1,,,Living
BB10,Bahundangi,Higher,1,35,1,3,6,5,5,2,1,2,4,4,1,4,4,4,3,1,0,0,0.03,0.2,0,0,0,0,0,0,0,0,1,4,2,2,3,1,0,0,1,1,3,3,1,0,0,0,0,0,0,1,1,3,1,1,LPG,3,1,1,1,1,1,1,0,1,0,0,0,4,2,3,5,3,0,2,1,2,,,Non-Living
BB11,Bahundangi,Higher,1,38,2,3,7,5,4,1,2,2,2,5,4,5,3,3,2,1,25,0,0.07,0.5,1,0,0,0,0,0,0,0,0,2,3,2,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,1,2,2,1,1,LPG,3,3,1,1,1,1,1,0,1,0,0,0,3,1,3,4,3,0,2,1,5,2,1,Spiritual and Abstract
BC7,Bahundangi,Lower,1,33,1,2,9,2,2,3,3,2,3,3,1,3,4,3,2,1,10,0,0.07,0.4,0,0,0,0,0,0,1,0,0,2,3,2,2,1,0,1,0,0,4,4,0,0,0,0,1,0,0,1,4,0,1,1,LPG,3,2,2,2,1,2,0,0,0,0,0,0,3,3,4,4,3,0,3,1,3,2,2,Living
BC8,Bahundangi,Higher,1,,2,3,7,4,3,3,4,4,3,3,1,3,3,2,2,1,0,0,0.12,0.7,0,0,0,0,0,0,0,0,1,2,3,3,2,1,0,0,0,0,3,4,1,0,0,0,0,0,0,1,3,0,1,1,LPG,3,4,2,2,2,1,1,0,1,0,0,0,4,2,4,3,3,0,3,1,3,3,3,Spiritual and Abstract
BC9,Bahundangi,Higher,1,34,1,4,5,5,3,2,4,4,4,4,1,3,4,2,2,1,70,0,0.41,0.3,0,0,0,0,0,0,0,1,0,4,3,4,2,1,0,0,0,0,4,4,0,0,0,0,1,0,0,1,3,3,2,1,LPG,3,4,1,2,1,1,1,0,1,0,0,0,4,2,4,5,5,0,3,1,2,,,Spiritual and Abstract
BC10,Bahundangi,Higher,1,33,2,4,9,4,3,4,4,4,4,4,1,4,2,2,2,1,80,0,1.08,3.8,0,0,0,1,0,0,0,0,0,2,1,3,2,0,1,0,1,0,3,3,1,0,0,0,0,0,0,1,3,0,2,1,LPG,3,2,1,2,1,1,1,1,1,1,1,0,2,3,4,3,2,0,2,1,2,2,2,Spiritual and Abstract
BC11,Bahundangi,Ethnic,1,37,1,2,2,4,3,3,5,5,3,4,1,4,3,3,2,2,0,0,0.35,0.6,1,0,0,0,0,0,0,0,0,2,3,4,2,1,0,0,0,0,4,4,1,0,0,0,0,0,0,1,4,0,1,1,LPG,3,4,2,2,2,2,1,1,1,0,0,0,3,1,4,3,3,0,2,1,3,2,2,Spiritual and Abstract
BC12,Bahundangi,Higher,1,38,1,3,5,4,2,3,4,4,3,2,1,4,4,2,2,1,65,0,1.02,0.8,1,0,0,0,0,0,0,0,0,2,4,2,2,1,0,1,0,0,4,2,1,0,0,0,0,0,0,1,3,0,2,1,LPG,3,2,2,2,2,1,1,0,0,0,0,1,3,2,2,3,3,0,3,1,3,2,2,Living and Non-living
BD6,Bahundangi,Higher,1,16,1,3,7,5,4,3,2,2,3,4,3,4,4,2,3,0,25,15,0.19,1.4,0,0,0,1,0,0,0,0,0,5,4,5,3,1,0,0,0,0,3,3,0,1,0,0,0,0,0,1,4,12,3,1,Firewood,4,4,5,3,4,1,1,0,0,0,0,0,4,1,2,3,3,0,3,0,3,,,Non-Living
BD7,Bahundangi,Higher,1,55,1,1,7,2,3,3,2,3,3,2,3,2,2,4,2,1,0,0,0.07,0,1,0,0,0,0,0,0,0,0,4,3,2,2,1,1,1,0,0,3,2,0,1,0,0,0,0,0,1,4,4,3,1,LPG,3,4,2,2,2,2,1,0,0,0,0,0,3,2,4,3,3,0,3,1,3,3,3,Living
BD8,Bahundangi,Ethnic,1,48,1,1,7,4,4,3,4,3,3,5,4,4,4,4,2,1,50,10,1.02,0.7,0,0,0,1,0,0,0,0,0,4,2,5,4,1,0,0,0,0,2,5,0,1,0,0,0,0,0,1,4,12,5,1,Firewood,2,3,3,3,3,2,1,0,0,0,0,0,3,2,4,3,3,0,3,1,4,,,Living and Non-living
